Date,Open,High,Low,LTP
05-Nov-15,1220,1224.8,1200.55,1204
05-Nov-15,166,172,165.05,165.9
06-Nov-15,1207.2,1224.5,1202.25,1208.15
06-Nov-15,166.5,167,165.5,167
09-Nov-15,1180,1203.3,1177.65,1187.35
09-Nov-15,164.95,164.95,161.2,162.5
10-Nov-15,1184.2,1185.7,1168.55,1171.5
10-Nov-15,161,161,157,159
11-Nov-15,1178.3,1182.7,1175.1,1176.95
11-Nov-15,162,162,161.75,161.75
13-Nov-15,1178.65,1181.25,1157.55,1178
13-Nov-15,160,160.95,160,160
16-Nov-15,1170.1,1189.95,1157.8,1178.1
16-Nov-15,159.5,160.5,159.5,160
17-Nov-15,1190.2,1203.95,1184,1200
17-Nov-15,160.5,162.5,160.5,162
18-Nov-15,1199,1202.5,1176,1177.1
18-Nov-15,161,163,158,160.5
19-Nov-15,1187.25,1217,1184.5,1213.1
19-Nov-15,162,168,162,168
20-Nov-15,1216,1222.2,1200,1205
23-Nov-15,1210,1211,1184.1,1192.2
23-Nov-15,163.9,163.9,163.9,163.9
24-Nov-15,1191.15,1224.5,1189.65,1221.65
24-Nov-15,165.1,165.2,165,165
26-Nov-15,1222,1231.95,1216,1224
26-Nov-15,165,165,165,165
27-Nov-15,1225.1,1242.15,1215.8,1230.15
27-Nov-15,167.9,167.9,164.75,167
30-Nov-15,1223.5,1229.4,1204.35,1218.5
30-Nov-15,165.9,165.9,160.1,161.5
01-Dec-15,1218.95,1228.15,1213.55,1227
01-Dec-15,163.45,163.45,160,162.5
02-Dec-15,1221.3,1233.3,1206.1,1211
03-Dec-15,1207.35,1208.9,1198.05,1200
03-Dec-15,158.55,159.35,158.55,158.55
04-Dec-15,1190,1192.65,1169.5,1173.85
04-Dec-15,158,159,157.1,158
07-Dec-15,1176.3,1187.9,1175.05,1185
07-Dec-15,161.5,161.5,158.5,158.5
08-Dec-15,1178.9,1178.9,1169.5,1172.45
08-Dec-15,160,160,158.05,159
09-Dec-15,1166.25,1170.4,1150,1156
09-Dec-15,158.95,158.95,154,155
10-Dec-15,1155,1185,1154,1182.8
10-Dec-15,157,158.85,157,158.85
11-Dec-15,1185,1188,1162.2,1175
11-Dec-15,160,160,160,160
14-Dec-15,1156.05,1195,1156.05,1195
15-Dec-15,1184.35,1209.5,1180.8,1200
15-Dec-15,160,160,160,160
16-Dec-15,1211,1222.8,1209.2,1217
16-Dec-15,163,163.85,163,163.85
17-Dec-15,1220,1243.85,1209.5,1238.05
17-Dec-15,164.85,165.6,163,165.6
18-Dec-15,1247.9,1247.9,1220.55,1224.4
18-Dec-15,161.1,161.1,161.1,161.1
21-Dec-15,1218.2,1240,1218.2,1232
22-Dec-15,1233.7,1237,1221.5,1228
23-Dec-15,1233,1242,1231.5,1236.05
24-Dec-15,1243,1245,1225.4,1229.5
28-Dec-15,1229.55,1239,1220.2,1228.8
28-Dec-15,162,165,162,165
29-Dec-15,1226.55,1239.9,1225.6,1235.7
29-Dec-15,164.9,164.9,164,164
30-Dec-15,1240,1244.9,1230.65,1231.55
30-Dec-15,164,164,163.5,163.5
31-Dec-15,1233.9,1274.7,1233.9,1263.5
31-Dec-15,163,165,160,164
