Date,Open,High,Low,LTP
05-Oct-15,71.95,74.4,71.35,74
06-Oct-15,74.85,75.65,73.55,75
07-Oct-15,75,83.4,74.4,81.85
08-Oct-15,82,84.3,80.4,82.1
09-Oct-15,83.1,85.5,82.8,83.7
12-Oct-15,84.7,92.4,84.55,87.8
13-Oct-15,81,86.7,81,86
14-Oct-15,85.4,90.75,85.25,88.6
15-Oct-15,89.3,91.5,86.3,88.4
16-Oct-15,89.25,89.4,86.05,87.8
19-Oct-15,88,88.5,86.5,86.55
20-Oct-15,86.7,86.7,84.05,84.45
21-Oct-15,84.45,86.6,84.1,85.55
23-Oct-15,87.2,87.4,84.65,85.05
26-Oct-15,86.3,86.9,84.85,85.6
27-Oct-15,85,86.1,83.2,84.2
28-Oct-15,84,85.2,84,84.45
29-Oct-15,84.75,85,83,83.6
30-Oct-15,83.5,86.9,83.05,83.15
02-Nov-15,83.9,84.25,80.1,81.7
03-Nov-15,81.85,84.4,81.7,82.3
04-Nov-15,83.5,83.9,81.5,81.7
05-Nov-15,81.75,82.4,80.8,81.2
06-Nov-15,81.1,82.25,80,80.85
09-Nov-15,78,80.75,78,79.7
10-Nov-15,78.15,82.8,77.1,79.1
11-Nov-15,80.1,80.8,80.05,80.25
13-Nov-15,79,80.25,77.15,77.5
16-Nov-15,76.95,79.5,76.4,79.15
17-Nov-15,79.8,82.45,79.25,81
18-Nov-15,80.85,81.3,76.3,76.45
19-Nov-15,77.8,78.9,75.4,78.5
20-Nov-15,78.35,79.4,76.85,77.35
23-Nov-15,77.05,77.3,73.8,74.4
24-Nov-15,73.6,74.55,73.2,73.6
26-Nov-15,74,75.5,73.85,75.05
27-Nov-15,75.3,79.1,75.2,77.75
30-Nov-15,77.4,77.9,76.6,77.25
01-Dec-15,77.6,79.8,77.5,79.7
02-Dec-15,80,81.2,79.9,80.3
03-Dec-15,79.55,81.65,78.6,79.1
04-Dec-15,78.85,80.1,78.2,79
07-Dec-15,79.8,80.6,78.9,79.15
08-Dec-15,78.5,78.75,75.7,76.35
09-Dec-15,75.5,75.65,73,74.1
10-Dec-15,74.7,76.15,74.5,75.75
11-Dec-15,76,77.2,74.7,76.35
14-Dec-15,76,79.25,75.75,79.05
15-Dec-15,79.1,79.3,77.25,78.8
16-Dec-15,79.35,80.2,78.35,78.35
17-Dec-15,78.85,81.65,78.65,81.45
18-Dec-15,81.2,82,79.6,80.1
21-Dec-15,80.2,81.8,80.2,81.1
22-Dec-15,81.15,81.75,79.2,79.85
23-Dec-15,80.6,84.2,80.2,84.2
24-Dec-15,84.55,85.65,83.75,85.5
28-Dec-15,85.7,86,84.3,85
29-Dec-15,85.25,85.5,84.15,84.3
30-Dec-15,84.7,85.7,84.1,84.8
31-Dec-15,85,85.5,83.2,84.7
