Date,Open,High,Low,LTP
03-Jun-15,267,267.3,255.05,257.4
04-Jun-15,259.9,261.4,253.75,257.6
05-Jun-15,257,262,255.6,257.8
08-Jun-15,258.75,258.75,252.55,254.95
09-Jun-15,255,258.3,254,257.6
10-Jun-15,259,262.55,258.5,260.6
11-Jun-15,262.25,262.95,252.65,254
12-Jun-15,254.05,255.5,251.8,253.95
15-Jun-15,255,255.6,248.85,250.25
16-Jun-15,250.25,255.75,249,254.6
17-Jun-15,256,256.9,253.5,255.1
18-Jun-15,256.45,260.7,255.2,258.1
19-Jun-15,259.9,263.1,258.15,260.15
22-Jun-15,260.9,267.4,260.8,266
23-Jun-15,269.4,271.2,266.25,267.75
24-Jun-15,267.7,267.9,260.5,262.35
25-Jun-15,261.25,266,259.05,264.8
26-Jun-15,264.1,266.9,261.05,265.2
29-Jun-15,258.75,260.8,255,259.65
30-Jun-15,259.25,263.35,257.6,262.75
01-Jul-15,263.1,269.5,262.55,267.75
02-Jul-15,267.9,271.25,266.1,267.85
03-Jul-15,267.35,270,266.8,269.4
06-Jul-15,263.2,271.5,262,270.8
07-Jul-15,270.4,274.65,270,272.9
08-Jul-15,269.9,271,265.6,267.35
09-Jul-15,267,271.3,267,267.75
10-Jul-15,270.25,271,266.25,270.55
13-Jul-15,272,274.35,267.9,273.7
14-Jul-15,273.6,273.6,267.15,268.2
15-Jul-15,268.75,271.7,267.15,268.05
16-Jul-15,269.75,272.75,268.1,272.2
17-Jul-15,272.4,274,270.5,271.1
20-Jul-15,272,272,266.15,267.45
21-Jul-15,267,269.8,263.5,264.3
22-Jul-15,263.7,269.4,261.9,268.55
23-Jul-15,268.5,272,267.25,270.05
24-Jul-15,268.7,270.35,262.1,263.25
27-Jul-15,263.2,263.4,258.05,258.45
28-Jul-15,260.25,263.9,258.35,259.2
29-Jul-15,260,260.7,252.3,253.6
30-Jul-15,253.6,259.5,253.6,256.8
31-Jul-15,258,273.75,257.55,270.05
03-Aug-15,270,283,269.9,281.05
04-Aug-15,282.5,289.95,276.4,288.6
05-Aug-15,289.1,291.8,284.25,285.4
06-Aug-15,285.6,290.8,282,289.05
07-Aug-15,288.5,288.5,280.2,281.3
10-Aug-15,282.05,286,280.1,282.75
11-Aug-15,285.8,289.45,267.5,268.8
12-Aug-15,267.45,267.45,255.05,256.35
13-Aug-15,259.75,262.85,258.15,259.3
14-Aug-15,261.9,269.4,259.25,268.5
17-Aug-15,272,281.9,270.8,279.75
18-Aug-15,280.8,288,275.55,284.8
19-Aug-15,283.9,285.95,275.55,278
20-Aug-15,277.65,281.65,268,270.55
21-Aug-15,261.5,268.9,256.2,267.5
24-Aug-15,254.7,257.7,242.4,245.4
25-Aug-15,250,254.8,240,253.35
26-Aug-15,252.5,253.3,245,245.7
27-Aug-15,251.15,252,248.1,249.45
28-Aug-15,254.5,255.9,247.45,248.95
31-Aug-15,249,251.35,245,247.35
01-Sep-15,244.85,244.85,237.7,239.1
02-Sep-15,242.65,243,230.1,230.55
03-Sep-15,232.65,235.4,231,232.25
04-Sep-15,231.9,231.9,224,225.15
07-Sep-15,227.1,227.5,220.15,221.1
08-Sep-15,223,230.25,221.15,228.35
09-Sep-15,233.95,234.5,229.1,231.65
10-Sep-15,227.35,229.8,224.1,227.45
11-Sep-15,230.9,233.3,228,230.1
14-Sep-15,231.55,236,230,235.25
15-Sep-15,235.2,238.45,232.65,234
16-Sep-15,236.4,237.75,235,236.8
18-Sep-15,240,246.45,239.5,242
21-Sep-15,239.55,246,237.25,245.25
22-Sep-15,247.95,248.45,236.25,237.95
23-Sep-15,235,241.9,233.6,239.85
24-Sep-15,239.45,241.45,238.05,239.05
28-Sep-15,241,243.65,238.65,239.45
29-Sep-15,236,245.4,232.2,241.9
