Date,Open,High,Low,LTP
19-May-15,366,366.4,362.8,363.45
20-May-15,364.1,365.2,359.4,363
21-May-15,363.5,374.9,363.5,373.35
22-May-15,376.45,376.55,369.2,374
25-May-15,374,376.6,366.6,369.7
26-May-15,369,376.4,367.85,375.45
27-May-15,373.9,384,372,381.6
28-May-15,382.95,388,377.4,382.05
29-May-15,381.95,393.75,380.95,393
01-Jun-15,392,396.45,390,391.4
02-Jun-15,392,393.45,382.5,383.8
03-Jun-15,382,392.7,381.4,387
04-Jun-15,387,390.9,383.25,390
05-Jun-15,392.05,409.75,392.05,405.15
08-Jun-15,406.35,413.95,399.4,400.5
09-Jun-15,398.95,404,395.15,402
10-Jun-15,401.7,406.8,401.25,406.3
11-Jun-15,406.3,409,399,400.4
12-Jun-15,400.1,401,393.6,396
15-Jun-15,397.85,399,391.95,394.75
16-Jun-15,395,398.5,393.4,397.7
17-Jun-15,399,402.7,396.75,398.4
18-Jun-15,402.3,402.3,392.6,394.95
19-Jun-15,397,399.3,391.6,395.95
22-Jun-15,395.55,403.8,395.55,399.6
23-Jun-15,400.4,419.75,399.7,414.9
24-Jun-15,418.9,421.5,408.75,411.3
25-Jun-15,410.9,414.1,409.05,411.65
26-Jun-15,411.4,416,408,412.15
29-Jun-15,408.75,414.25,399.4,408
30-Jun-15,409.8,422.6,409.45,420.7
01-Jul-15,422.55,429.3,422,426.1
02-Jul-15,426.45,427.45,419.5,424.75
03-Jul-15,424.05,424.5,415,417.75
06-Jul-15,415,422.6,413.7,419.55
07-Jul-15,420.75,430.7,419.2,430.2
08-Jul-15,427.25,427.8,414.5,419
09-Jul-15,420,422.7,416.45,416.7
10-Jul-15,421,425,418.7,419.85
13-Jul-15,421.95,422,416.1,420
14-Jul-15,421.4,435.45,420.1,433.15
15-Jul-15,439,440.8,435.6,436
16-Jul-15,438.4,441.2,437,437.6
17-Jul-15,438.4,438.45,429,431.55
20-Jul-15,432,432,423.9,425.65
21-Jul-15,428.75,432.5,424.25,427
22-Jul-15,426.25,433.65,426.25,431.7
23-Jul-15,434.6,437,430.2,431
24-Jul-15,430.5,434.8,425,426.65
27-Jul-15,426.45,426.65,419.75,424.2
28-Jul-15,424.95,427.45,417.5,421.9
29-Jul-15,421.3,424,418.2,420
30-Jul-15,421.65,424,417.2,422
31-Jul-15,425.5,442.8,424.2,440.2
03-Aug-15,441,442.45,428.6,432.35
04-Aug-15,435,444.5,431.2,443.9
05-Aug-15,445,447.1,436.6,437.7
06-Aug-15,437.05,439.9,430.45,430.55
07-Aug-15,430.8,434.1,412.15,415.4
10-Aug-15,417.9,418.05,405.75,406.7
11-Aug-15,409.5,410,390.35,392.7
12-Aug-15,394.8,394.8,362.2,372.6
13-Aug-15,371.9,378.9,365,377.2
14-Aug-15,377,381.9,373.5,377.65
17-Aug-15,379.95,381.8,374.4,379.9
18-Aug-15,380.6,383.6,359.6,363.6
19-Aug-15,363.6,365.4,354.5,357.3
20-Aug-15,356.05,361.3,348.25,350.3
21-Aug-15,347.9,353.05,345.5,347.5
24-Aug-15,340,343.9,332.45,338
25-Aug-15,341.1,355,340.55,353.7
26-Aug-15,352.7,362.75,349.7,358.5
27-Aug-15,362.9,366.4,354.85,358.4
28-Aug-15,367,367,354.7,356.25
31-Aug-15,355.95,367.95,351.3,364.45
01-Sep-15,362,365.5,346.25,355.75
02-Sep-15,357,359.2,342.05,344.55
03-Sep-15,346.25,351.45,339.6,345.8
04-Sep-15,345,349.3,338,349
07-Sep-15,351.9,351.9,336,337.4
08-Sep-15,338,340.5,335,337.9
09-Sep-15,343.8,343.8,337.5,338.35
10-Sep-15,336.8,340.5,334.1,339.25
11-Sep-15,340,340.7,333,333
14-Sep-15,335,340.45,331.05,339.35
15-Sep-15,340,340.7,336.15,337.15
16-Sep-15,339.9,340.6,336.2,336.2
18-Sep-15,341,345,338.4,342.55
21-Sep-15,342,343.5,338.5,341.05
22-Sep-15,344,344.75,322.25,323.05
23-Sep-15,321,330,317.6,328.1
24-Sep-15,327.3,328.1,316,319.15
28-Sep-15,321.5,321.5,307.55,307.6
29-Sep-15,306.85,317.2,300.8,317
30-Sep-15,318,329.1,316.2,325
01-Oct-15,329.55,330.35,324.5,327.5
05-Oct-15,330,333.2,323.7,329.65
06-Oct-15,333,344.05,329.2,342
07-Oct-15,342.95,348.9,339.6,346.35
08-Oct-15,346.4,348.7,343.35,346.1
09-Oct-15,348,348.75,334.55,335.5
12-Oct-15,337,340,332,335.25
13-Oct-15,332,341.8,331.5,340.25
14-Oct-15,339.9,339.9,334.1,334.5
15-Oct-15,336.25,343.4,333,342.15
16-Oct-15,342.7,342.8,335.25,338.7
19-Oct-15,338.6,340.4,335.6,337.65
20-Oct-15,338,338.5,334,334.2
21-Oct-15,335.1,339.7,333.85,337.5
23-Oct-15,340,343.8,338.5,341.95
26-Oct-15,344.4,344.7,332.1,333.1
27-Oct-15,333.5,335.1,328.1,332
28-Oct-15,330.8,335,327.2,330.7
29-Oct-15,330.15,332,320.75,320.8
30-Oct-15,321.1,326.5,318.75,319.65
02-Nov-15,320,326,316.55,325.15
03-Nov-15,326.9,327.95,324.8,325
04-Nov-15,327.1,331.35,325.15,329.85
05-Nov-15,330.9,339.45,328.35,335.5
06-Nov-15,338.8,345,333,343
09-Nov-15,335,341,332.5,337.35
10-Nov-15,336.6,337.75,323.5,327.85
11-Nov-15,330,333,327.25,328.4
13-Nov-15,331.1,341.5,328.95,337.2
16-Nov-15,334.45,336.95,326.65,330.05
17-Nov-15,331,334.5,330.05,332.45
18-Nov-15,333.1,339.6,327.75,334
19-Nov-15,335.5,336.7,330.05,333.9
20-Nov-15,333.7,337.6,331.9,332.8
23-Nov-15,334,334,330.65,332
24-Nov-15,332.8,336.5,330.7,331
26-Nov-15,331.95,341.55,331.65,336.35
27-Nov-15,337.45,338.75,334.25,336.35
30-Nov-15,335.9,337.25,329.55,331.25
01-Dec-15,331.1,343,331.1,342.1
02-Dec-15,344.4,346.55,337.5,338.5
03-Dec-15,337.5,341,334.2,335.25
04-Dec-15,334,338.65,332,335.2
07-Dec-15,336.15,338,325.5,327.2
08-Dec-15,324.9,327,316.85,317.7
09-Dec-15,316,324,306,307.9
10-Dec-15,309.8,312.2,307.85,311
11-Dec-15,311.05,312,306.25,307.6
14-Dec-15,306,317.65,305,317.2
15-Dec-15,318.4,318.45,312.55,314.15
16-Dec-15,316.9,319.4,312,316
17-Dec-15,316.5,318.75,313.6,316.55
18-Dec-15,316.55,318.75,314.5,316.15
21-Dec-15,316.35,324.25,316,318.5
22-Dec-15,319.45,321.9,316.5,318.9
23-Dec-15,320.5,323.8,319.45,321.8
24-Dec-15,325.65,328.4,321.4,322.25
28-Dec-15,322.95,326.85,322.1,325
29-Dec-15,325.55,326.5,319.6,321.8
30-Dec-15,322,324.95,320.3,322.85
31-Dec-15,323,332,323,328.05
