Date,Open,High,Low,LTP
16-Nov-15,330,339,329.6,337.7
17-Nov-15,342.2,350.25,339.1,348.55
18-Nov-15,351,351.15,344.1,348.1
19-Nov-15,350,353,348.8,352.5
20-Nov-15,352.25,352.25,343.1,344.1
23-Nov-15,343.35,344.85,336.25,337.45
24-Nov-15,339.15,339.6,332.3,336
26-Nov-15,336.15,345,334.85,344.35
27-Nov-15,344.4,345,338.85,344.55
30-Nov-15,343.2,346.8,340.55,346.15
01-Dec-15,345.2,347,341,346
02-Dec-15,346,349.75,342.4,349.1
03-Dec-15,346.1,347.9,342.3,343.5
04-Dec-15,341.3,341.75,335,335.8
07-Dec-15,335,335.9,310.55,313
08-Dec-15,311,318.2,310.6,314.3
09-Dec-15,319.5,319.5,315.25,317.5
10-Dec-15,317.5,321.75,317,321.2
11-Dec-15,321,322.45,315.4,320.5
14-Dec-15,320,322.4,317.15,321
15-Dec-15,320,323.9,318,323.4
16-Dec-15,323,324.65,318.1,319.4
17-Dec-15,319.7,321.75,316.3,319.8
18-Dec-15,320.9,323,316.4,317
21-Dec-15,320,327.45,317.05,325.85
22-Dec-15,325.05,325.5,319.5,320.6
23-Dec-15,322,324,320,321.25
24-Dec-15,323,324.75,320.6,323.6
28-Dec-15,322.7,327.05,322.45,325.5
29-Dec-15,326.45,328,323.35,326.55
30-Dec-15,326.5,327.5,324.25,326.05
31-Dec-15,325.5,330,323.35,328.65
