Date,Open,High,Low,LTP
08-May-15,1958,1967.55,1945.25,1962.1
11-May-15,1965,2000,1952.2,1995.95
12-May-15,1993.65,1994.6,1942,1946.9
13-May-15,1951.75,1964.9,1928.5,1957.65
14-May-15,1960,1960.8,1908,1935
15-May-15,1935,1966.6,1932.3,1958.9
18-May-15,1970,1998.9,1961.6,1997
19-May-15,1987.3,2035.7,1986,2022.2
20-May-15,2040,2052,2033.6,2049.9
21-May-15,2048.9,2061.9,2037.25,2048
22-May-15,2044,2051.55,2030.1,2041.9
25-May-15,2050.5,2056.55,2007.05,2021
26-May-15,2020,2031.45,2002.15,2006
27-May-15,2007,2009,1955,1973
28-May-15,1975.2,2032,1975.2,2000
29-May-15,2004.85,2056.45,2001,2029.8
01-Jun-15,2032.8,2064,2023.25,2042
02-Jun-15,2048.1,2055.1,2005,2013
03-Jun-15,2018.2,2039.45,2008,2032
04-Jun-15,2030,2055,2012.6,2028.1
05-Jun-15,2030,2044,2008.15,2011.5
08-Jun-15,2020,2024.65,1987,2002
09-Jun-15,2003.75,2007.65,1983,1990.55
10-Jun-15,1990,2039.35,1985,2027
11-Jun-15,2035.95,2044.75,1995.05,2000
12-Jun-15,2005,2025.55,1955.5,1978.05
15-Jun-15,976.95,998.8,968,994
16-Jun-15,994.35,1003,985,998
17-Jun-15,1011,1021,992.2,997.2
18-Jun-15,1005.6,1007.95,995.8,1000.05
19-Jun-15,1010.3,1010.4,993.1,997
22-Jun-15,1004.9,1028.75,997,1022.7
23-Jun-15,1025,1027.4,998.15,1001.45
24-Jun-15,1015,1015,991.2,995.1
25-Jun-15,999.2,1003.5,987.65,993.35
26-Jun-15,999,1011.6,998.1,1005.9
29-Jun-15,987,999.5,982.5,990.4
30-Jun-15,990,993.45,980,987.5
01-Jul-15,989,1005,986,998.95
02-Jul-15,999,1001.4,985.05,988.5
03-Jul-15,988,993,982,990.4
06-Jul-15,985,988,975,981.75
07-Jul-15,985,990,979,981
08-Jul-15,979,979,954.8,957.45
09-Jul-15,957.5,966,934.05,940.25
10-Jul-15,948.1,952.1,932.65,935.5
13-Jul-15,941,955,934.05,950.6
14-Jul-15,955,973.5,945.5,970
15-Jul-15,970,985.95,968,984.45
16-Jul-15,987.7,991.5,979.5,990
17-Jul-15,991,1004.5,989.1,999.75
20-Jul-15,1001.4,1010.8,987.4,997
21-Jul-15,1035,1149,1035,1116.35
22-Jul-15,1105,1112,1076.65,1100
23-Jul-15,1103.95,1117,1090,1094.45
24-Jul-15,1095.55,1106.45,1083.1,1088
27-Jul-15,1086.9,1087.95,1060.45,1065
28-Jul-15,1068.5,1076,1054.25,1066.1
29-Jul-15,1074,1092,1065,1086
30-Jul-15,1090,1090,1058,1073.85
31-Jul-15,1078.55,1081.35,1060,1078.5
03-Aug-15,1078,1092,1068.95,1075
04-Aug-15,1078,1078.95,1051,1058.55
05-Aug-15,1062,1090,1061.95,1086.65
06-Aug-15,1094,1105.5,1077,1088
07-Aug-15,1079.5,1101,1078.5,1096.5
10-Aug-15,1098,1106.35,1067,1091
11-Aug-15,1098.8,1116.9,1095.7,1115
12-Aug-15,1115,1149,1111,1141
13-Aug-15,1147,1166.85,1055.55,1155.35
14-Aug-15,1165,1168.7,1143.1,1148.45
17-Aug-15,1150,1153.45,1122.5,1141.1
18-Aug-15,1150,1177.7,1150,1162.5
19-Aug-15,1170,1186.2,1162.8,1174.95
20-Aug-15,1159,1168.5,1128,1140.9
21-Aug-15,1140.9,1160.95,1117.5,1143.9
24-Aug-15,1109.95,1123,1078.6,1088.8
25-Aug-15,1100,1119,1044.5,1088
26-Aug-15,1089.8,1097,1059,1066.25
27-Aug-15,1088,1100.1,1078.05,1084
28-Aug-15,1101.6,1124.9,1101.6,1114.4
31-Aug-15,1134.85,1134.85,1082.5,1097.3
01-Sep-15,1090,1114.6,1082,1086.95
02-Sep-15,1098,1115,1090,1102
03-Sep-15,1110.15,1112,1092.5,1100.3
04-Sep-15,1103,1111,1067,1074.9
07-Sep-15,1084.95,1085,1055,1058.2
08-Sep-15,1062,1074,1052.3,1062.6
09-Sep-15,1087.1,1099.6,1072,1087.5
10-Sep-15,1084.9,1091.5,1061,1080
11-Sep-15,1091.55,1106.4,1085.5,1091.9
14-Sep-15,1099,1104,1082.65,1100
15-Sep-15,1099.4,1103.2,1088.15,1098
16-Sep-15,1108,1109.75,1098.3,1101
18-Sep-15,1111.8,1117.9,1099.05,1101.3
21-Sep-15,1100,1108.85,1092.5,1103.95
22-Sep-15,1115,1135.95,1101.1,1104.4
23-Sep-15,1107.45,1126.35,1097.45,1117
24-Sep-15,1113.5,1152.7,1110,1141.25
28-Sep-15,1139.95,1142.85,1101,1106.2
29-Sep-15,1102,1133.4,1097.5,1117
30-Sep-15,1134.4,1168.95,1125.95,1157
01-Oct-15,1169.9,1197.75,1160,1173.05
05-Oct-15,1173,1189.35,1162,1181.1
06-Oct-15,1187.05,1192.55,1148.1,1157
07-Oct-15,1156,1168.75,1128.45,1139
08-Oct-15,1136.4,1149.6,1126.05,1132.7
09-Oct-15,1136,1172.9,1136,1170.9
12-Oct-15,1199,1219.8,1109,1122.9
13-Oct-15,1107.45,1111,1085.2,1098.1
14-Oct-15,1091.45,1115.55,1087.2,1096
15-Oct-15,1099.9,1104.35,1089.1,1096.9
16-Oct-15,1099,1101.4,1090,1093
19-Oct-15,1102,1116,1100.5,1114.7
20-Oct-15,1113,1130,1110.6,1126.3
21-Oct-15,1125,1146.85,1125,1137.5
23-Oct-15,1141.8,1153,1125.1,1149
26-Oct-15,1154,1158.5,1143.15,1150
27-Oct-15,1150,1155,1144.1,1147.35
28-Oct-15,1144.5,1158,1139,1155.1
29-Oct-15,1153.1,1155.9,1136.05,1142.25
30-Oct-15,1145,1145,1130,1132
02-Nov-15,1130,1135.8,1114.1,1133.75
03-Nov-15,1133.4,1150.45,1133.4,1140.15
04-Nov-15,1150.1,1157.6,1132.3,1137.05
05-Nov-15,1142.95,1145,1119.4,1120.4
06-Nov-15,1123,1143.9,1122.9,1140.2
09-Nov-15,1120,1140,1115.2,1138.15
10-Nov-15,1127.5,1127.5,1100.1,1106
11-Nov-15,1118,1118,1103,1109.3
13-Nov-15,1099.95,1106,1090,1097
16-Nov-15,1083.65,1094,1067.2,1088
17-Nov-15,1080,1082.9,1052,1058.6
18-Nov-15,1041,1045.15,1011.25,1020.45
19-Nov-15,1030.25,1052,1023.8,1048
20-Nov-15,1048,1063.2,1042.05,1051
23-Nov-15,1050,1062.4,1038,1052
24-Nov-15,1050,1050.8,1037,1040.7
26-Nov-15,1040.95,1059.5,1040.05,1050
27-Nov-15,1058,1070,1045,1066
30-Nov-15,1070,1098.3,1056.2,1083.05
01-Dec-15,1088,1095,1072.95,1075.45
02-Dec-15,1079.95,1079.95,1059,1061.1
03-Dec-15,1061,1064.8,1049.05,1059
04-Dec-15,1049,1064.9,1040.1,1048.85
07-Dec-15,1055.3,1059,1040,1046
08-Dec-15,1045.05,1062.75,1039.3,1042
09-Dec-15,1043,1046.95,1022.55,1024
10-Dec-15,1036.6,1051.6,1030.3,1049.9
11-Dec-15,1054,1061.9,1045.9,1055.65
14-Dec-15,1049.5,1073.15,1048.05,1067.5
15-Dec-15,1073.25,1079.1,1058.8,1078.5
16-Dec-15,1083.4,1098,1083.4,1094
17-Dec-15,1100,1109.8,1088,1105.5
18-Dec-15,1103.4,1103.4,1079.45,1085.95
21-Dec-15,1077,1107.4,1065.95,1107
22-Dec-15,1097.45,1097.45,1080.1,1085
23-Dec-15,1095.05,1102.5,1087.05,1100
24-Dec-15,1102.05,1104.45,1090.1,1095.8
28-Dec-15,1090,1110,1090,1103.8
29-Dec-15,1101.25,1110,1097.3,1103
30-Dec-15,1101.1,1106.6,1083,1088
31-Dec-15,1090.15,1109.95,1087,1107
