Date,Open,High,Low,LTP
29-Sep-15,263.7,272.65,256.35,268.85
30-Sep-15,271.3,272.3,265.7,269.6
01-Oct-15,273.45,273.45,266.05,267
05-Oct-15,272.4,282,272.4,281.2
06-Oct-15,284,284.85,280,282.8
07-Oct-15,280.9,283.8,277.2,282.55
08-Oct-15,282.4,282.4,277.15,279
09-Oct-15,281.5,287.9,280.55,286.4
12-Oct-15,287.7,291.5,285.25,286.75
13-Oct-15,285.9,289.7,284.5,287.2
14-Oct-15,283.45,285.2,281.95,282.9
15-Oct-15,284,287,283.65,286.2
16-Oct-15,286.5,292.7,282.55,289.45
19-Oct-15,289.4,289.9,285.6,286.95
20-Oct-15,286.5,289.5,284.3,285.55
21-Oct-15,285.55,287.85,278.8,281.9
23-Oct-15,285.95,289,284.65,286
26-Oct-15,287.75,289.75,283.75,285.25
27-Oct-15,284,285.9,282.1,283.75
28-Oct-15,280,280.7,269.1,272.85
29-Oct-15,272.3,274.3,270.35,272.75
30-Oct-15,272.25,279.65,270.5,276.85
02-Nov-15,277,281.3,275.7,278.8
03-Nov-15,280.4,282.7,278.2,278.9
04-Nov-15,280.95,280.95,272.5,273.4
05-Nov-15,272,273.5,268.75,270.2
06-Nov-15,269.9,269.9,264.75,266.85
09-Nov-15,259.3,265,256,263
10-Nov-15,261.5,266.4,260.45,262.4
11-Nov-15,263.65,266,262.75,264.5
13-Nov-15,260.35,263,259,263
16-Nov-15,261,268.35,259.6,267.4
17-Nov-15,271.7,272.35,265.05,267
18-Nov-15,267,268.25,259.5,260.45
19-Nov-15,263,268,262.6,265.95
20-Nov-15,264.6,270.25,263.5,264.9
23-Nov-15,266,267.75,257.3,265.65
24-Nov-15,263.35,265.4,259.65,263.1
26-Nov-15,263.25,267.7,263.25,264.75
27-Nov-15,265.75,271,264.4,270.3
30-Nov-15,268.2,277.5,268.2,273.55
01-Dec-15,275.05,276.75,273.3,274.5
02-Dec-15,274.55,275.4,268.55,270.15
03-Dec-15,268.65,270.05,265.1,265.75
04-Dec-15,263.05,264,260.8,262.25
07-Dec-15,264.3,264.55,261.6,263.4
08-Dec-15,261.75,262.5,259.65,261
09-Dec-15,260.8,261.95,258.4,260.2
10-Dec-15,260.85,261.9,256,258.65
11-Dec-15,260.55,261.1,247.15,249.9
14-Dec-15,247.3,251.95,245,248
15-Dec-15,247.9,247.9,243.05,245.7
16-Dec-15,247.25,253.5,243.65,252.7
17-Dec-15,253.95,255.3,250.1,253.9
18-Dec-15,252.1,253,249.85,250.1
21-Dec-15,250.1,259.5,250,257.55
22-Dec-15,256.5,263.5,256.45,258.45
23-Dec-15,259.6,262.95,259.1,262.25
24-Dec-15,263,263.6,257.3,258.5
28-Dec-15,260.05,265,260,264
29-Dec-15,264,266.5,261.5,265.75
30-Dec-15,263.25,264.45,261.75,262.5
31-Dec-15,262.1,263.85,260.15,261
