Date,Open,High,Low,LTP
24-Aug-15,506.7,506.7,475.1,478.9
25-Aug-15,489,506.25,483.5,505.8
26-Aug-15,499.5,501.9,488.65,496
27-Aug-15,505.7,512,496.45,510.95
28-Aug-15,516,528.9,502.25,509.6
31-Aug-15,506.7,517.9,502,507.9
01-Sep-15,500,501,477.15,481
02-Sep-15,483.05,488,464.6,468.8
03-Sep-15,471,489.5,468.75,485.95
04-Sep-15,483.1,483.4,462.5,468.4
07-Sep-15,469.65,472.2,446.75,451.5
08-Sep-15,452.25,475.6,450,474.5
09-Sep-15,484.2,495,475.1,485.2
10-Sep-15,477.8,487,472.1,486.1
11-Sep-15,488,493.7,474.6,480.8
14-Sep-15,480,498,479.25,495.95
15-Sep-15,497.1,498.5,480.85,481.9
16-Sep-15,487.45,497,486,494.55
18-Sep-15,500,520.4,500,519.6
21-Sep-15,510.55,530,508.75,529.8
22-Sep-15,531,534.7,505.2,506.5
23-Sep-15,498.75,514.85,497.1,513.35
24-Sep-15,510,518.2,506.2,513.8
28-Sep-15,514.5,522,505,507.6
29-Sep-15,499.9,513.5,485,503.65
30-Sep-15,508.8,510,491.5,497.8
01-Oct-15,500,503.45,490.9,495.3
05-Oct-15,504.5,514.9,501.55,513.3
06-Oct-15,517.35,518.55,505,506.65
07-Oct-15,503.25,509.8,495,498.4
08-Oct-15,500,500.45,484.2,492.15
09-Oct-15,495,499.25,486.75,489.6
12-Oct-15,497.8,497.8,485.1,487.2
13-Oct-15,487,492.1,485,490.65
14-Oct-15,489.7,496.8,488.05,496
15-Oct-15,497,502,495.55,499.7
16-Oct-15,494.5,507.5,491.4,505
19-Oct-15,502,508.8,501.15,507
20-Oct-15,504.6,513.3,504.6,509.5
21-Oct-15,509.3,514.75,505,511.5
23-Oct-15,515.25,527.5,515.25,527
26-Oct-15,528.85,532.7,519.2,521.25
27-Oct-15,517.25,528.5,515.65,517.6
28-Oct-15,495.7,495.7,476.55,484.25
29-Oct-15,485,486.4,467.05,467.85
30-Oct-15,472,478.4,465,475.5
02-Nov-15,477.8,479.85,473.1,476.8
03-Nov-15,481,483.5,473.35,473.95
04-Nov-15,480,480.1,470.6,471.7
05-Nov-15,472,472,462,463.5
06-Nov-15,462,467.5,459.5,464.15
09-Nov-15,453,467,445.9,465.25
10-Nov-15,463,473.5,462.25,468.25
11-Nov-15,474.5,482.4,473,481.7
13-Nov-15,475.4,487.2,472.3,484.5
16-Nov-15,484,485,477,480.7
17-Nov-15,484.75,485,473.05,475.4
18-Nov-15,474.7,476.7,462.2,463
19-Nov-15,468,468,460.1,463
20-Nov-15,462.95,465.35,458.25,460.2
23-Nov-15,461,464.25,458.7,462.4
24-Nov-15,462.85,466.95,462.7,463.55
26-Nov-15,465.1,468.55,464.5,466.5
27-Nov-15,467,475.4,466.1,471.1
30-Nov-15,469.25,474.4,468.1,468.65
01-Dec-15,471,471.35,458.15,461.6
02-Dec-15,462.25,463.4,457.25,458.8
03-Dec-15,460,465.35,458.65,462.8
04-Dec-15,459.9,462.8,456.1,462.05
07-Dec-15,462.95,465.55,460.3,461.15
08-Dec-15,460,462.95,457.5,459.1
09-Dec-15,457.05,461.1,448,451.8
10-Dec-15,452,454.6,445.1,450.65
11-Dec-15,449.95,450.8,436.55,439.35
14-Dec-15,432,441.45,429.5,431.25
15-Dec-15,432,436.9,429.65,434.25
16-Dec-15,437,441.9,434,438.15
17-Dec-15,442,443.65,431.45,435.5
18-Dec-15,434.3,440.8,431.1,432
21-Dec-15,432.55,443.2,432.15,442.1
22-Dec-15,442.9,450.65,441.6,446.25
23-Dec-15,450,452.7,448.2,452.4
24-Dec-15,452.8,455.25,448.45,450.7
28-Dec-15,450,456.6,448.4,456
29-Dec-15,455.4,459.9,451.2,459
30-Dec-15,458,460,453.6,455.5
31-Dec-15,456,456,448.2,449.75
